,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sample_type,max_torque_rpm
666,mahindra tuv,2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
667,maruti ertiga,2012,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,TEST,1750.0
668,maruti swift,2018,630000,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190.0,5,TEST,2000.0
669,maruti swift,2017,520000,28832,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,190.0,5,TEST,2000.0
670,mahindra bolero,2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,TEST,2200.0
671,honda jazz,2019,750000,3100,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5,TEST,4800.0
672,maruti std,2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,TEST,2500.0
673,chevrolet beat,2013,175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5,TEST,1750.0
674,hyundai santro,2010,150000,70000,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,96.1,5,TEST,3000.0
675,maruti baleno,2017,680000,71000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,TEST,2000.0
676,hyundai grand,2020,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,113.75,5,TEST,4000.0
677,tata zest,2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200.0,5,TEST,3000.0
678,maruti vitara,2019,900000,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
679,maruti vitara,2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
680,maruti swift,2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8,114.0,5,TEST,4000.0
681,hyundai verna,2011,400000,221889,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,259.8,5,TEST,2750.0
682,hyundai verna,2017,1000000,15000,Petrol,Individual,Automatic,First Owner,17.01,1591,121.3,154.9,5,TEST,4200.0
683,hyundai i,2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
684,renault triber,2019,650000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,TEST,3500.0
685,hyundai xcent,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,TEST,4000.0
686,maruti vitara,2016,745000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
687,hyundai i,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
688,maruti celerio,2014,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,TEST,3500.0
689,mahindra kuv,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115.0,6,TEST,3600.0
690,toyota innova,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,200.06279999999998,8,TEST,3400.0
691,maruti a,2009,175000,95000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5,TEST,3500.0
692,hyundai grand,2017,550000,60000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,TEST,2250.0
693,tata nano,2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,51.0,4,TEST,500.0
694,maruti eeco,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85.0,5,TEST,3000.0
695,renault duster,2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200.0,5,TEST,1900.0
696,maruti celerio,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,90.0,5,TEST,3500.0
697,hyundai i,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
698,honda city,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,TEST,1750.0
699,mahindra kuv,2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190.0,6,TEST,2250.0
700,ford ecosport,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,140.0,5,TEST,4400.0
701,mahindra xylo,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,8,TEST,2800.0
702,maruti vitara,2018,950000,58511,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
703,maruti wagon,2013,350000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
704,renault duster,2012,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,248.0,5,TEST,2250.0
705,mahindra bolero,2016,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,TEST,1500.0
706,maruti wagon,2004,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,TEST,3500.0
707,maruti vitara,2016,640000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
708,mahindra xylo,2009,150000,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7,TEST,2200.0
709,mahindra bolero,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,TEST,2200.0
710,tata safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,TEST,3000.0
711,hyundai i,2012,254999,90000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
712,maruti swift,2015,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,TEST,4200.0
713,hyundai verna,2015,600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,259.9,5,TEST,2750.0
714,hyundai i,2010,196000,110000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,111.8,5,TEST,4000.0
715,hyundai i,2016,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5,TEST,2750.0
716,maruti wagon,2014,350000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
717,chevrolet beat,2012,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,TEST,4400.0
718,ford fiesta,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,160.0,5,TEST,2000.0
719,toyota innova,2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.06279999999998,7,TEST,3400.0
720,maruti alto,2009,114999,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,TEST,3000.0
721,maruti sx,2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,200.0,5,TEST,1750.0
722,nissan micra,2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,160.0,5,TEST,2000.0
723,hyundai i,2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
724,hyundai verna,2012,450000,128000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,TEST,2750.0
725,maruti alto,2018,310000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,TEST,3500.0
726,mahindra tuv,2018,775000,59736,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
727,hyundai verna,2009,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,235.368,5,TEST,2750.0
728,maruti alto,2020,370000,15000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69.0,5,TEST,3500.0
729,maruti ertiga,2015,575000,60000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200.0,7,TEST,1750.0
730,ford figo,2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,TEST,2000.0
731,toyota innova,2012,600000,145000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,8,TEST,3400.0
732,hyundai grand,2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,TEST,4000.0
733,volkswagen polo,2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,180.0,5,TEST,2000.0
734,volkswagen vento,2011,375000,69000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,TEST,2500.0
735,jaguar xf,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,TEST,2500.0
736,maruti ciaz,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,TEST,1750.0
737,mahindra nuvosport,2016,650000,50000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,240.0,7,TEST,2800.0
738,volkswagen ameo,2018,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,TEST,3000.0
739,maruti swift,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,TEST,2000.0
740,toyota innova,2012,520000,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,200.06279999999998,7,TEST,3400.0
741,hyundai i,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,TEST,4000.0
742,toyota etios,2011,270000,167000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
743,skoda fabia,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,180.0,5,TEST,2000.0
744,bmw x,2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,380.0,5,TEST,2750.0
745,bmw x,2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05,1995,184.0,380.0,5,TEST,2750.0
746,tata indigo,2015,250000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,TEST,2500.0
747,maruti swift,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,TEST,4200.0
748,tata indigo,2013,200000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,TEST,2500.0
749,maruti swift,2014,509999,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,TEST,2000.0
750,hyundai i,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,99.04,5,TEST,4500.0
751,ford ecosport,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150.0,5,TEST,4500.0
752,tata tiago,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,140.0,5,TEST,3000.0
753,renault duster,2014,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,TEST,2250.0
754,ford ecosport,2017,850000,76139,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,TEST,3250.0
755,maruti alto,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5,TEST,3500.0
756,toyota innova,2013,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,7,TEST,3400.0
757,tata sumo,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,250.0,7,TEST,2000.0
758,hyundai grand,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,TEST,2250.0
759,mahindra bolero,2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,TEST,1500.0
760,maruti alto,2016,300000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,TEST,3500.0
761,hyundai elite,2018,890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,117.0,5,TEST,4000.0
762,honda brv,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,145.0,7,TEST,4600.0
763,honda wr,2018,1035000,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,TEST,1750.0
764,hyundai i,2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,TEST,4000.0
765,hyundai i,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
766,tata indigo,2010,290000,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,100.0,5,TEST,2700.0
767,hyundai i,2014,475000,80000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
768,maruti ciaz,2015,625000,90000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,200.0,5,TEST,1750.0
769,maruti wagon,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,TEST,3500.0
770,hyundai creta,2015,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,TEST,2750.0
771,toyota camry,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,TEST,4500.0
772,honda jazz,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,TEST,4800.0
773,tata indica,2008,67000,80000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,83.3595,5,TEST,2500.0
774,tata nano,2011,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,48.0,4,TEST,3000.0
775,tata indica,2006,67500,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,85.0,5,TEST,2500.0
776,maruti swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,TEST,4200.0
777,bmw x,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,TEST,2500.0
778,jaguar xf,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,TEST,2500.0
779,tata hexa,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,TEST,2500.0
780,maruti alto,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,TEST,3500.0
781,toyota etios,2012,400000,158500,Diesel,Individual,Manual,Third Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
782,maruti swift,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,TEST,2000.0
783,datsun go,2016,350000,50000,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,104.0,7,TEST,4000.0
784,maruti swift,2017,755000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,TEST,2000.0
785,maruti wagon,2006,150000,50000,Petrol,Individual,Manual,Third Owner,14.0,1061,64.0,84.3402,5,TEST,3500.0
786,maruti swift,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,115.0,5,TEST,4000.0
787,tata indica,2010,125000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,TEST,2500.0
788,toyota fortuner,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,343.0,7,TEST,3400.0
789,mahindra bolero,2009,270000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,TEST,1500.0
790,mahindra scorpio,2019,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280.0,7,TEST,2800.0
791,maruti wagon,2003,135000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,TEST,3500.0
792,renault triber,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,TEST,3500.0
793,honda jazz,2011,350000,80000,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0,110.0,5,TEST,4800.0
794,mahindra xylo,2010,250000,60000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260.0,7,TEST,2200.0
795,tata manza,2010,246000,120000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,200.0,5,TEST,3000.0
796,tata sumo,2012,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,250.0,7,TEST,2000.0
797,toyota fortuner,2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171.0,343.0,7,TEST,3400.0
798,fiat linea,2014,325000,142500,Diesel,Individual,Manual,First Owner,19.5,1248,75.0,197.0,5,TEST,1750.0
799,toyota innova,2014,700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,200.0,7,TEST,3600.0
800,hyundai eon,2013,190000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
801,mahindra xuv,2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,TEST,2800.0
802,mahindra xylo,2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7,TEST,2200.0
803,hyundai i,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,111.7998,5,TEST,4000.0
804,tata nexon,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,TEST,4000.0
805,maruti ritz,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,113.0,5,TEST,4500.0
806,mahindra xuv,2016,950000,75000,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,330.0,7,TEST,2800.0
807,honda mobilio,2015,650000,94000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,200.0,7,TEST,1750.0
808,ford ecosport,2019,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,TEST,3250.0
809,maruti zen,2009,165000,60000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,TEST,3500.0
810,toyota innova,2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,TEST,3400.0
811,hyundai elite,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,219.66,5,TEST,2750.0
812,maruti std,2002,40000,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,TEST,2500.0
813,volkswagen vento,2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,TEST,2500.0
814,honda city,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,TEST,1750.0
815,maruti swift,2017,745000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,TEST,2000.0
816,maruti swift,2010,360000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,TEST,2000.0
817,volkswagen vento,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,250.0,5,TEST,3000.0
818,hyundai getz,2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3,1341,83.0,115.0,5,TEST,3200.0
819,honda city,2011,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,146.0,5,TEST,4800.0
820,mahindra xuv,2016,1350000,70000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,TEST,2800.0
821,mahindra scorpio,2014,680000,120000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200.0,7,TEST,2200.0
822,maruti swift,2018,675000,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197,83.14,115.0,5,TEST,4000.0
823,mahindra bolero,2017,800000,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,TEST,2200.0
824,renault duster,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,TEST,1900.0
825,honda amaze,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,109.0,5,TEST,4500.0
826,chevrolet beat,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,TEST,1750.0
827,maruti swift,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190.0,5,TEST,2000.0
828,maruti omni,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,59.8227,5,TEST,3000.0
829,hyundai santro,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,TEST,4500.0
830,maruti ac,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,TEST,2500.0
831,tata manza,2010,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,116.0,5,TEST,4750.0
832,hyundai i,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7,5,TEST,4000.0
833,maruti alto,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,TEST,3500.0
834,toyota corolla,2012,550000,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794,138.1,173.0,5,TEST,4000.0
835,honda jazz,2016,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,200.0,5,TEST,1750.0
836,hyundai i,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,TEST,4000.0
837,maruti swift,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190.0,5,TEST,2000.0
838,hyundai i,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,TEST,4500.0
839,maruti alto,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,TEST,3000.0
840,toyota innova,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,TEST,3600.0
841,maruti baleno,2016,700000,78000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,TEST,2000.0
842,tata zest,2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,TEST,4000.0
843,maruti wagon,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,TEST,3500.0
844,tata indigo,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5,TEST,2500.0
845,renault kwid,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,91.0,5,TEST,4250.0
846,fiat punto,2009,140000,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,96.0,5,TEST,2500.0
847,toyota innova,2010,451999,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,200.06279999999998,7,TEST,3400.0
848,hyundai verna,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5,TEST,2750.0
849,toyota innova,2016,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393,147.8,343.0,7,TEST,2800.0
850,maruti wagon,2016,340000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
851,maruti swift,2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,TEST,2000.0
852,mahindra scorpio,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7,TEST,2800.0
853,maruti wagon,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
854,fiat avventura,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,TEST,2000.0
855,maruti std,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,TEST,2500.0
856,ashok leyland,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,185.0,8,TEST,2750.0
857,maruti swift,2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,TEST,4200.0
858,hyundai i,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,111.7998,5,TEST,4000.0
859,maruti wagon,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,TEST,3500.0
860,renault duster,2013,525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461,108.45,248.0,5,TEST,2250.0
861,ford freestyle,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,TEST,4250.0
862,nissan terrano,2013,509999,170000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,TEST,1900.0
863,tata nano,2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,48.0,4,TEST,3000.0
864,bmw x,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,519.7710000000001,5,TEST,2750.0
865,volvo xc,2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,400.0,5,TEST,400.0
866,hyundai grand,2015,360000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75,5,TEST,4000.0
867,hyundai verna,2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,TEST,2750.0
868,tata zest,2015,350000,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,TEST,3000.0
869,maruti swift,2012,495000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,TEST,2000.0
870,hyundai i,2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,219.6,5,TEST,2750.0
871,hyundai i,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,TEST,4000.0
872,toyota corolla,2012,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,205.0,5,TEST,2800.0
873,mahindra tuv,2016,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
874,maruti celerio,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,TEST,3500.0
875,hyundai santro,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,99.0,5,TEST,4500.0
876,hyundai verna,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5,TEST,2750.0
877,ford endeavour,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953,153.86,380.0,7,TEST,2500.0
878,mahindra scorpio,2011,400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,277.5,5,TEST,2200.0
879,mahindra ssangyong,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,402.0,7,TEST,3000.0
880,volvo xc,2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480.0,5,TEST,480.0
881,tata indica,2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,190.0,5,TEST,3000.0
882,hyundai i,2010,180000,120000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,TEST,4000.0
883,chevrolet cruze,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,360.0,5,TEST,2000.0
884,hyundai verna,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,235.368,5,TEST,2750.0
885,maruti swift,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,113.0,5,TEST,4500.0
886,hyundai elite,2019,650000,3500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,TEST,4000.0
887,jaguar xf,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,600.0,5,TEST,2000.0
888,hyundai grand,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5,TEST,2750.0
